#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
16	88810220	88814220	ENSMUSG00000116636.1	.	-	88810220	88814220	0	1	4000	88810212	cluster_5
5	68029835	68033835	ENSMUSG00000068082.12	.	+	68029835	68033835	0	1	4000	68029829	cluster_5
1	164149838	164153838	ENSMUSG00000026579.8	.	+	164149838	164153838	0	1	4000	164149837	cluster_5
11	69367406	69371406	ENSMUSG00000018474.17	.	-	69367406	69371406	0	1	4000	69367400	cluster_5
10	87006025	87010025	ENSMUSG00000035459.18	.	-	87006025	87010025	0	1	4000	87006017	cluster_5
14	124675127	124679127	ENSMUSG00000025551.13	.	-	124675127	124679127	0	1	4000	124675126	cluster_5
5	31046312	31050312	ENSMUSG00000013622.15	.	+	31046312	31050312	0	1	4000	31046309	cluster_5
X	98934316	98938316	ENSMUSG00000047694.12	.	+	98934316	98938316	0	1	4000	98934307	cluster_5
6	13837942	13841942	ENSMUSG00000048216.13	.	-	13837942	13841942	0	1	4000	13837941	cluster_5
7	5032118	5036118	ENSMUSG00000116184.1	.	+	5032118	5036118	0	1	4000	5032113	cluster_5
9	14901949	14905949	ENSMUSG00000031933.17	.	-	14901949	14905949	0	1	4000	14901948	cluster_5
4	134702290	134706290	ENSMUSG00000037306.13	.	-	134702290	134706290	0	1	4000	134702289	cluster_5
1	154882501	154886501	ENSMUSG00000004110.16	.	-	154882501	154886501	0	1	4000	154882500	cluster_5
1	192769223	192773223	ENSMUSG00000037375.16	.	-	192769223	192773223	0	1	4000	192769222	cluster_5
6	144779977	144783977	ENSMUSG00000041540.16	.	-	144779977	144783977	0	1	4000	144779976	cluster_5
1	83042932	83046932	ENSMUSG00000113267.1	.	+	83042932	83046932	0	1	4000	83042924	cluster_5
11	22510088	22514088	ENSMUSG00000049904.7	.	+	22510088	22514088	0	1	4000	22510086	cluster_5
X	150586229	150590229	ENSMUSG00000025271.13	.	+	150586229	150590229	0	1	4000	150586228	cluster_5
11	87357023	87361023	ENSMUSG00000046442.4	.	-	87357023	87361023	0	1	4000	87357015	cluster_5
1	153898228	153902228	ENSMUSG00000045968.7	.	-	153898228	153902228	0	1	4000	153898227	cluster_5
1	38983608	38987608	ENSMUSG00000026078.10	.	+	38983608	38987608	0	1	4000	38983605	cluster_5
4	116992413	116996413	ENSMUSG00000028684.14	.	-	116992413	116996413	0	1	4000	116992412	cluster_5
6	16896441	16900441	ENSMUSG00000029553.10	.	-	16896441	16900441	0	1	4000	16896440	cluster_5
10	127163225	127167225	ENSMUSG00000006731.10	.	+	127163225	127167225	0	1	4000	127163224	cluster_5
17	47692455	47696455	ENSMUSG00000079444.9	.	-	47692455	47696455	0	1	4000	47692451	cluster_5
4	89677436	89681436	ENSMUSG00000043753.2	.	+	89677436	89681436	0	1	4000	89677428	cluster_5
8	119610747	119614747	ENSMUSG00000024266.8	.	+	119610747	119614747	0	1	4000	119610746	cluster_5
3	116966987	116970987	ENSMUSG00000033377.14	.	-	116966987	116970987	0	1	4000	116966986	cluster_5
4	135893394	135897394	ENSMUSG00000062585.11	.	+	135893394	135897394	0	1	4000	135893393	cluster_5
X	134274984	134278984	ENSMUSG00000067369.12	.	-	134274984	134278984	0	1	4000	134274983	cluster_5
15	10950332	10954332	ENSMUSG00000058914.12	.	+	10950332	10954332	0	1	4000	10950331	cluster_5
17	3324573	3328573	ENSMUSG00000023800.15	.	+	3324573	3328573	0	1	4000	3324570	cluster_5
16	88625666	88629666	ENSMUSG00000045331.3	.	-	88625666	88629666	0	1	4000	88625658	cluster_5
10	70653965	70657965	ENSMUSG00000037747.9	.	-	70653965	70657965	0	1	4000	70653958	cluster_5
13	119753882	119757882	ENSMUSG00000095930.1	.	-	119753882	119757882	0	1	4000	119753881	cluster_5
5	30586170	30590170	ENSMUSG00000049265.7	.	+	30586170	30590170	0	1	4000	30586167	cluster_5
11	49421067	49425067	ENSMUSG00000107573.2	.	+	49421067	49425067	0	1	4000	49421063	cluster_5
15	10998721	11002721	ENSMUSG00000022243.10	.	+	10998721	11002721	0	1	4000	10998720	cluster_5
8	61900690	61904690	ENSMUSG00000058056.16	.	-	61900690	61904690	0	1	4000	61900684	cluster_5
X	13630089	13634089	ENSMUSG00000040229.11	.	+	13630089	13634089	0	1	4000	13630088	cluster_5
11	53429023	53433023	ENSMUSG00000018238.6	.	+	53429023	53433023	0	1	4000	53429018	cluster_5
7	24544118	24548118	ENSMUSG00000011632.7	.	-	24544118	24548118	0	1	4000	24544116	cluster_5
4	115645723	115649723	ENSMUSG00000028713.17	.	-	115645723	115649723	0	1	4000	115645722	cluster_5
2	26514663	26518663	ENSMUSG00000026923.15	.	-	26514663	26518663	0	1	4000	26514661	cluster_5
19	5296331	5300331	ENSMUSG00000047658.6	.	+	5296331	5300331	0	1	4000	5296326	cluster_5
9	36691220	36695220	ENSMUSG00000032110.4	.	+	36691220	36695220	0	1	4000	36691217	cluster_5
8	53637065	53641065	ENSMUSG00000039396.11	.	-	53637065	53641065	0	1	4000	53637060	cluster_5
1	174029810	174033810	ENSMUSG00000054203.7	.	-	174029810	174033810	0	1	4000	174029809	cluster_5
14	88469396	88473396	ENSMUSG00000050505.7	.	-	88469396	88473396	0	1	4000	88469388	cluster_5
3	59151618	59155618	ENSMUSG00000036381.13	.	-	59151618	59155618	0	1	4000	59151613	cluster_5
3	95758206	95762206	ENSMUSG00000028107.14	.	-	95758206	95762206	0	1	4000	95758197	cluster_5
14	16817156	16821156	ENSMUSG00000017491.9	.	-	16817156	16821156	0	1	4000	16817155	cluster_5
11	49487070	49491070	ENSMUSG00000059729.2	.	+	49487070	49491070	0	1	4000	49487066	cluster_5
9	6267846	6271846	ENSMUSG00000047619.5	.	-	6267846	6271846	0	1	4000	6267840	cluster_5
13	23549648	23553648	ENSMUSG00000069274.3	.	-	23549648	23553648	0	1	4000	23549646	cluster_5
9	38853060	38857060	ENSMUSG00000047667.5	.	+	38853060	38857060	0	1	4000	38853057	cluster_5
X	135795594	135799594	ENSMUSG00000072964.14	.	+	135795594	135799594	0	1	4000	135795593	cluster_5
18	76854405	76858405	ENSMUSG00000091519.1	.	+	76854405	76858405	0	1	4000	76854398	cluster_5
16	92468867	92472867	ENSMUSG00000022951.16	.	-	92468867	92472867	0	1	4000	92468858	cluster_5
X	155338754	155342754	ENSMUSG00000025289.15	.	-	155338754	155342754	0	1	4000	155338753	cluster_5
14	70522081	70526081	ENSMUSG00000022097.4	.	-	70522081	70526081	0	1	4000	70522074	cluster_5
17	23939672	23943672	ENSMUSG00000024128.13	.	+	23939672	23943672	0	1	4000	23939670	cluster_5
7	98319208	98323208	ENSMUSG00000030760.14	.	-	98319208	98323208	0	1	4000	98319199	cluster_5
11	33274737	33278737	ENSMUSG00000098456.1	.	-	33274737	33278737	0	1	4000	33274734	cluster_5
X	45088904	45092904	ENSMUSG00000037086.3	.	+	45088904	45092904	0	1	4000	45088900	cluster_5
8	71393802	71397802	ENSMUSG00000034911.8	.	-	71393802	71397802	0	1	4000	71393795	cluster_5
9	35198291	35202291	ENSMUSG00000032041.15	.	-	35198291	35202291	0	1	4000	35198288	cluster_5
2	151909210	151913210	ENSMUSG00000027460.7	.	+	151909210	151913210	0	1	4000	151909209	cluster_5
11	5150257	5154257	ENSMUSG00000034164.17	.	-	5150257	5154257	0	1	4000	5150252	cluster_5
1	150991435	150995435	ENSMUSG00000066842.18	.	-	150991435	150995435	0	1	4000	150991434	cluster_5
18	31947636	31951636	ENSMUSG00000052229.5	.	-	31947636	31951636	0	1	4000	31947633	cluster_5
7	140374331	140378331	ENSMUSG00000060974.3	.	-	140374331	140378331	0	1	4000	140374330	cluster_5
1	58208397	58212397	ENSMUSG00000038242.12	.	+	58208397	58212397	0	1	4000	58208392	cluster_5
7	45625488	45629488	ENSMUSG00000044562.12	.	+	45625488	45629488	0	1	4000	45625484	cluster_5
14	62564921	62568921	ENSMUSG00000100486.7	.	-	62564921	62568921	0	1	4000	62564915	cluster_5
7	105161653	105165653	ENSMUSG00000047225.8	.	-	105161653	105165653	0	1	4000	105161652	cluster_5
4	116015926	116019926	ENSMUSG00000034171.13	.	-	116015926	116019926	0	1	4000	116015925	cluster_5
4	57566179	57570179	ENSMUSG00000089945.13	.	+	57566179	57570179	0	1	4000	57566174	cluster_5
4	115086708	115090708	ENSMUSG00000028716.15	.	+	115086708	115090708	0	1	4000	115086707	cluster_5
8	19196706	19200706	ENSMUSG00000059230.2	.	+	19196706	19200706	0	1	4000	19196705	cluster_5
13	27608582	27612582	ENSMUSG00000021347.3	.	-	27608582	27612582	0	1	4000	27608580	cluster_5
18	80251292	80255292	ENSMUSG00000034006.16	.	+	80251292	80255292	0	1	4000	80251284	cluster_5
17	73397296	73401296	ENSMUSG00000043705.6	.	-	73397296	73401296	0	1	4000	73397289	cluster_5
X	133979812	133983812	ENSMUSG00000031255.14	.	-	133979812	133983812	0	1	4000	133979811	cluster_5
7	128244812	128248812	ENSMUSG00000030782.16	.	+	128244812	128248812	0	1	4000	128244811	cluster_5
2	32350327	32354327	ENSMUSG00000039205.16	.	+	32350327	32354327	0	1	4000	32350324	cluster_5
5	144024670	144028670	ENSMUSG00000029618.13	.	-	144024670	144028670	0	1	4000	144024669	cluster_5
12	84036379	84040379	ENSMUSG00000052392.5	.	+	84036379	84040379	0	1	4000	84036371	cluster_5
7	30319740	30323740	ENSMUSG00000074210.3	.	+	30319740	30323740	0	1	4000	30319737	cluster_5
3	95305176	95309176	ENSMUSG00000015702.13	.	-	95305176	95309176	0	1	4000	95305167	cluster_5
14	54934261	54938261	ENSMUSG00000040759.9	.	+	54934261	54938261	0	1	4000	54934256	cluster_5
1	187213465	187217465	ENSMUSG00000026611.17	.	-	187213465	187217465	0	1	4000	187213464	cluster_5
19	22137119	22141119	ENSMUSG00000052387.15	.	+	22137119	22141119	0	1	4000	22137117	cluster_5
2	69787575	69791575	ENSMUSG00000070883.3	.	-	69787575	69791575	0	1	4000	69787569	cluster_5
16	59109881	59113881	ENSMUSG00000060057.4	.	-	59109881	59113881	0	1	4000	59109876	cluster_5
13	24580189	24584189	ENSMUSG00000036006.19	.	+	24580189	24584189	0	1	4000	24580187	cluster_5
5	114921240	114925240	ENSMUSG00000041827.15	.	+	114921240	114925240	0	1	4000	114921239	cluster_5
7	43931740	43935740	ENSMUSG00000055193.4	.	+	43931740	43935740	0	1	4000	43931736	cluster_5
2	91634414	91638414	ENSMUSG00000027249.15	.	-	91634414	91638414	0	1	4000	91634405	cluster_5
16	18624427	18628427	ENSMUSG00000116594.1	.	-	18624427	18628427	0	1	4000	18624426	cluster_5
19	24553872	24557872	ENSMUSG00000024867.14	.	-	24553872	24557872	0	1	4000	24553870	cluster_5
7	29212035	29216035	ENSMUSG00000049676.14	.	-	29212035	29216035	0	1	4000	29212033	cluster_5
4	59799589	59803589	ENSMUSG00000038544.14	.	-	59799589	59803589	0	1	4000	59799584	cluster_5
3	92430582	92434582	ENSMUSG00000054215.2	.	+	92430582	92434582	0	1	4000	92430573	cluster_5
2	90883860	90887860	ENSMUSG00000040794.5	.	+	90883860	90887860	0	1	4000	90883851	cluster_5
11	118128634	118132634	ENSMUSG00000033987.16	.	-	118128634	118132634	0	1	4000	118128633	cluster_5
2	157277549	157281549	ENSMUSG00000074627.11	.	-	157277549	157281549	0	1	4000	157277548	cluster_5
1	180891108	180895108	ENSMUSG00000066652.5	.	+	180891108	180895108	0	1	4000	180891107	cluster_5
7	105340270	105344270	ENSMUSG00000043948.2	.	-	105340270	105344270	0	1	4000	105340269	cluster_5
12	10367973	10371973	ENSMUSG00000020622.17	.	+	10367973	10371973	0	1	4000	10367972	cluster_5
X	9281764	9285764	ENSMUSG00000100200.1	.	+	9281764	9285764	0	1	4000	9281755	cluster_5
2	164938780	164942780	ENSMUSG00000017737.2	.	+	164938780	164942780	0	1	4000	164938779	cluster_5
6	120091350	120095350	ENSMUSG00000041377.12	.	+	120091350	120095350	0	1	4000	120091349	cluster_5
3	100823459	100827459	ENSMUSG00000051076.8	.	+	100823459	100827459	0	1	4000	100823458	cluster_5
10	129080910	129084910	ENSMUSG00000059762.4	.	-	129080910	129084910	0	1	4000	129080909	cluster_5
16	18050860	18054860	ENSMUSG00000003531.15	.	+	18050860	18054860	0	1	4000	18050859	cluster_5
4	120285349	120289349	ENSMUSG00000052135.8	.	-	120285349	120289349	0	1	4000	120285348	cluster_5
9	66124587	66128587	ENSMUSG00000032382.14	.	-	66124587	66128587	0	1	4000	66124581	cluster_5
4	136460250	136464250	ENSMUSG00000066178.2	.	+	136460250	136464250	0	1	4000	136460249	cluster_5
19	4941127	4945127	ENSMUSG00000024901.14	.	-	4941127	4945127	0	1	4000	4941123	cluster_5
11	85830551	85834551	ENSMUSG00000000093.6	.	+	85830551	85834551	0	1	4000	85830543	cluster_5
3	10206576	10210576	ENSMUSG00000062515.3	.	-	10206576	10210576	0	1	4000	10206575	cluster_5
1	52498679	52502679	ENSMUSG00000002881.14	.	-	52498679	52502679	0	1	4000	52498674	cluster_5
5	72579254	72583254	ENSMUSG00000063935.3	.	-	72579254	72583254	0	1	4000	72579247	cluster_5
13	21477441	21481441	ENSMUSG00000059459.3	.	-	21477441	21481441	0	1	4000	21477439	cluster_5
11	82036562	82040562	ENSMUSG00000092157.1	.	-	82036562	82040562	0	1	4000	82036554	cluster_5
10	51629461	51633461	ENSMUSG00000019905.8	.	-	51629461	51633461	0	1	4000	51629456	cluster_5
11	82033571	82037571	ENSMUSG00000035385.5	.	+	82033571	82037571	0	1	4000	82033563	cluster_5
7	100606301	100610301	ENSMUSG00000030706.17	.	-	100606301	100610301	0	1	4000	100606300	cluster_5
2	156063175	156067175	ENSMUSG00000038180.11	.	+	156063175	156067175	0	1	4000	156063174	cluster_5
7	19515838	19519838	ENSMUSG00000060621.6	.	+	19515838	19519838	0	1	4000	19515837	cluster_5
5	73404075	73408075	ENSMUSG00000029154.13	.	+	73404075	73408075	0	1	4000	73404068	cluster_5
17	56768250	56772250	ENSMUSG00000090273.3	.	+	56768250	56772250	0	1	4000	56768245	cluster_5
2	180984535	180988535	ENSMUSG00000016356.18	.	+	180984535	180988535	0	1	4000	180984534	cluster_5
11	22340292	22344292	ENSMUSG00000042302.14	.	-	22340292	22344292	0	1	4000	22340290	cluster_5
17	36770910	36774910	ENSMUSG00000037246.6	.	+	36770910	36774910	0	1	4000	36770907	cluster_5
6	119542347	119546347	ENSMUSG00000030170.14	.	-	119542347	119546347	0	1	4000	119542346	cluster_5
9	56163477	56167477	ENSMUSG00000032324.11	.	-	56163477	56167477	0	1	4000	56163472	cluster_5
8	105705655	105709655	ENSMUSG00000013158.6	.	+	105705655	105709655	0	1	4000	105705654	cluster_5
7	80385946	80389946	ENSMUSG00000053158.10	.	-	80385946	80389946	0	1	4000	80385938	cluster_5
2	154649705	154653705	ENSMUSG00000038467.15	.	+	154649705	154653705	0	1	4000	154649704	cluster_5
15	99968065	99972065	ENSMUSG00000023025.16	.	+	99968065	99972065	0	1	4000	99968056	cluster_5
8	11838474	11842474	ENSMUSG00000031512.15	.	+	11838474	11842474	0	1	4000	11838473	cluster_5
2	28561403	28565403	ENSMUSG00000026818.5	.	-	28561403	28565403	0	1	4000	28561401	cluster_5
X	139869677	139873677	ENSMUSG00000031434.15	.	-	139869677	139873677	0	1	4000	139869676	cluster_5
1	193199703	193203703	ENSMUSG00000037318.10	.	-	193199703	193203703	0	1	4000	193199702	cluster_5
1	171386954	171390954	ENSMUSG00000048865.16	.	+	171386954	171390954	0	1	4000	171386953	cluster_5
6	91409363	91413363	ENSMUSG00000030093.7	.	-	91409363	91413363	0	1	4000	91409354	cluster_5
11	114932386	114936386	ENSMUSG00000063193.8	.	-	114932386	114936386	0	1	4000	114932385	cluster_5
1	21347641	21351641	ENSMUSG00000067750.3	.	+	21347641	21351641	0	1	4000	21347639	cluster_5
15	39743930	39747930	ENSMUSG00000022303.9	.	+	39743930	39747930	0	1	4000	39743927	cluster_5
13	70880948	70884948	ENSMUSG00000021600.4	.	+	70880948	70884948	0	1	4000	70880941	cluster_5
10	61713263	61717263	ENSMUSG00000020085.15	.	+	61713263	61717263	0	1	4000	61713257	cluster_5
17	35130050	35134050	ENSMUSG00000024391.7	.	-	35130050	35134050	0	1	4000	35130047	cluster_5
10	81599073	81603073	ENSMUSG00000034758.12	.	-	81599073	81603073	0	1	4000	81599065	cluster_5
6	24526144	24530144	ENSMUSG00000029685.15	.	+	24526144	24530144	0	1	4000	24526142	cluster_5
4	136608437	136612437	ENSMUSG00000036921.2	.	+	136608437	136612437	0	1	4000	136608436	cluster_5
14	51089077	51093077	ENSMUSG00000021876.15	.	+	51089077	51093077	0	1	4000	51089072	cluster_5
10	52386972	52390972	ENSMUSG00000038624.13	.	+	52386972	52390972	0	1	4000	52386967	cluster_5
X	9254899	9258899	ENSMUSG00000079694.2	.	-	9254899	9258899	0	1	4000	9254890	cluster_5
11	119038969	119042969	ENSMUSG00000025578.9	.	-	119038969	119042969	0	1	4000	119038968	cluster_5
14	20292697	20296697	ENSMUSG00000021809.10	.	+	20292697	20296697	0	1	4000	20292695	cluster_5
13	94974344	94978344	ENSMUSG00000042015.17	.	+	94974344	94978344	0	1	4000	94974335	cluster_5
4	115516264	115520264	ENSMUSG00000066072.13	.	+	115516264	115520264	0	1	4000	115516263	cluster_5
12	35990907	35994907	ENSMUSG00000020581.11	.	+	35990907	35994907	0	1	4000	35990904	cluster_5
13	74290331	74294331	ENSMUSG00000021575.16	.	-	74290331	74294331	0	1	4000	74290324	cluster_5
15	42674977	42678977	ENSMUSG00000022309.9	.	-	42674977	42678977	0	1	4000	42674973	cluster_5
11	68430121	68434121	ENSMUSG00000020901.13	.	+	68430121	68434121	0	1	4000	68430115	cluster_5
4	147640513	147644513	ENSMUSG00000066000.12	.	-	147640513	147644513	0	1	4000	147640512	cluster_5
12	116273386	116277386	ENSMUSG00000078984.1	.	+	116273386	116277386	0	1	4000	116273385	cluster_5
9	56926371	56930371	ENSMUSG00000032733.6	.	-	56926371	56930371	0	1	4000	56926366	cluster_5
14	39471088	39475088	ENSMUSG00000041014.17	.	-	39471088	39475088	0	1	4000	39471085	cluster_5
3	93017060	93021060	ENSMUSG00000027912.8	.	-	93017060	93021060	0	1	4000	93017051	cluster_5
14	51089150	51093150	ENSMUSG00000072115.11	.	+	51089150	51093150	0	1	4000	51089145	cluster_5
16	20239358	20243358	ENSMUSG00000041205.8	.	-	20239358	20243358	0	1	4000	20239356	cluster_5
12	108304270	108308270	ENSMUSG00000021260.8	.	+	108304270	108308270	0	1	4000	108304269	cluster_5
7	127085328	127089328	ENSMUSG00000049350.6	.	-	127085328	127089328	0	1	4000	127085327	cluster_5
2	25216745	25220745	ENSMUSG00000026969.3	.	+	25216745	25220745	0	1	4000	25216743	cluster_5
8	113641213	113645213	ENSMUSG00000033409.14	.	+	113641213	113645213	0	1	4000	113641212	cluster_5
5	7958457	7962457	ENSMUSG00000012428.9	.	+	7958457	7962457	0	1	4000	7958450	cluster_5
11	108341928	108345928	ENSMUSG00000050965.14	.	-	108341928	108345928	0	1	4000	108341927	cluster_5
7	141027131	141031131	ENSMUSG00000091441.1	.	+	141027131	141031131	0	1	4000	141027130	cluster_5
14	51039869	51043869	ENSMUSG00000052382.5	.	-	51039869	51043869	0	1	4000	51039864	cluster_5
16	56793855	56797855	ENSMUSG00000022755.4	.	-	56793855	56797855	0	1	4000	56793850	cluster_5
3	89762632	89766632	ENSMUSG00000027950.7	.	-	89762632	89766632	0	1	4000	89762624	cluster_5
7	70364735	70368735	ENSMUSG00000030551.14	.	-	70364735	70368735	0	1	4000	70364728	cluster_5
7	140419639	140423639	ENSMUSG00000063823.2	.	-	140419639	140423639	0	1	4000	140419638	cluster_5
14	21823238	21827238	ENSMUSG00000021771.14	.	+	21823238	21827238	0	1	4000	21823236	cluster_5
3	14478697	14482697	ENSMUSG00000039710.14	.	+	14478697	14482697	0	1	4000	14478696	cluster_5
2	38995476	38999476	ENSMUSG00000035295.10	.	+	38995476	38999476	0	1	4000	38995473	cluster_5
18	33462163	33466163	ENSMUSG00000073610.3	.	+	33462163	33466163	0	1	4000	33462160	cluster_5
7	43658161	43662161	ENSMUSG00000030474.9	.	-	43658161	43662161	0	1	4000	43658157	cluster_5
15	25841180	25845180	ENSMUSG00000022270.16	.	+	25841180	25845180	0	1	4000	25841178	cluster_5
6	67374188	67378188	ENSMUSG00000018341.12	.	-	67374188	67378188	0	1	4000	67374182	cluster_5
10	8516825	8520825	ENSMUSG00000047712.8	.	-	8516825	8520825	0	1	4000	8516817	cluster_5
9	50749325	50753325	ENSMUSG00000032060.10	.	+	50749325	50753325	0	1	4000	50749320	cluster_5
18	36937205	36941205	ENSMUSG00000104148.5	.	+	36937205	36941205	0	1	4000	36937202	cluster_5
1	74303622	74307622	ENSMUSG00000006301.17	.	-	74303622	74307622	0	1	4000	74303615	cluster_5
1	53018179	53022179	ENSMUSG00000043629.12	.	-	53018179	53022179	0	1	4000	53018174	cluster_5
2	22225503	22229503	ENSMUSG00000025716.14	.	+	22225503	22229503	0	1	4000	22225501	cluster_5
12	84036935	84040935	ENSMUSG00000113475.1	.	+	84036935	84040935	0	1	4000	84036927	cluster_5
10	127757787	127761787	ENSMUSG00000099009.1	.	+	127757787	127761787	0	1	4000	127757786	cluster_5
1	162656219	162660219	ENSMUSG00000091060.2	.	-	162656219	162660219	0	1	4000	162656218	cluster_5
6	127559338	127563338	ENSMUSG00000061414.8	.	+	127559338	127563338	0	1	4000	127559337	cluster_5
2	111749006	111753006	ENSMUSG00000057149.4	.	+	111749006	111753006	0	1	4000	111749005	cluster_5
3	95685917	95689917	ENSMUSG00000015850.11	.	-	95685917	95689917	0	1	4000	95685908	cluster_5
1	74192631	74196631	ENSMUSG00000048480.5	.	-	74192631	74196631	0	1	4000	74192624	cluster_5
10	76621630	76625630	ENSMUSG00000020241.13	.	-	76621630	76625630	0	1	4000	76621623	cluster_5
3	30546008	30550008	ENSMUSG00000027684.16	.	-	30546008	30550008	0	1	4000	30546005	cluster_5
3	96217709	96221709	ENSMUSG00000015943.11	.	-	96217709	96221709	0	1	4000	96217700	cluster_5
3	103737366	103741366	ENSMUSG00000078620.1	.	+	103737366	103741366	0	1	4000	103737365	cluster_5
11	50208890	50212890	ENSMUSG00000036620.14	.	+	50208890	50212890	0	1	4000	50208885	cluster_5
10	81035426	81039426	ENSMUSG00000046822.12	.	-	81035426	81039426	0	1	4000	81035418	cluster_5
10	127757721	127761721	ENSMUSG00000089789.1	.	+	127757721	127761721	0	1	4000	127757720	cluster_5
2	89810051	89814051	ENSMUSG00000045148.5	.	+	89810051	89814051	0	1	4000	89810043	cluster_5
10	128643991	128647991	ENSMUSG00000002578.17	.	-	128643991	128647991	0	1	4000	128643990	cluster_5
4	12088020	12092020	ENSMUSG00000049488.14	.	-	12088020	12092020	0	1	4000	12088019	cluster_5
2	162941472	162945472	ENSMUSG00000035576.13	.	+	162941472	162945472	0	1	4000	162941471	cluster_5
19	10736974	10740974	ENSMUSG00000024669.7	.	-	10736974	10740974	0	1	4000	10736973	cluster_5
2	90010131	90014131	ENSMUSG00000059112.6	.	+	90010131	90014131	0	1	4000	90010122	cluster_5
5	9723170	9727170	ENSMUSG00000003974.6	.	-	9723170	9727170	0	1	4000	9723161	cluster_5
14	3206488	3210488	ENSMUSG00000096039.8	.	+	3206488	3210488	0	1	4000	3206485	cluster_5
10	129965266	129969266	ENSMUSG00000094295.3	.	-	129965266	129969266	0	1	4000	129965265	cluster_5
15	38217203	38221203	ENSMUSG00000061923.4	.	+	38217203	38221203	0	1	4000	38217200	cluster_5
5	21184255	21188255	ENSMUSG00000039934.12	.	+	21184255	21188255	0	1	4000	21184253	cluster_5
7	102254054	102258054	ENSMUSG00000073982.11	.	-	102254054	102258054	0	1	4000	102254053	cluster_5
14	41129782	41133782	ENSMUSG00000021789.14	.	+	41129782	41133782	0	1	4000	41129778	cluster_5
3	146683592	146687592	ENSMUSG00000048652.12	.	-	146683592	146687592	0	1	4000	146683591	cluster_5
5	17572281	17576281	ENSMUSG00000028780.13	.	+	17572281	17576281	0	1	4000	17572280	cluster_5
17	17400672	17404672	ENSMUSG00000047786.12	.	+	17400672	17404672	0	1	4000	17400671	cluster_5
12	118844329	118848329	ENSMUSG00000048562.7	.	+	118844329	118848329	0	1	4000	118844328	cluster_5
7	4530453	4534453	ENSMUSG00000055809.7	.	-	4530453	4534453	0	1	4000	4530449	cluster_5
9	39959133	39963133	ENSMUSG00000047352.6	.	-	39959133	39963133	0	1	4000	39959130	cluster_5
7	6728431	6732431	ENSMUSG00000002265.16	.	-	6728431	6732431	0	1	4000	6728425	cluster_5
15	76372938	76376938	ENSMUSG00000060794.8	.	-	76372938	76376938	0	1	4000	76372931	cluster_5
2	111775429	111779429	ENSMUSG00000044560.3	.	+	111775429	111779429	0	1	4000	111775428	cluster_5
1	82766461	82770461	ENSMUSG00000026149.2	.	-	82766461	82770461	0	1	4000	82766453	cluster_5
6	91825250	91829250	ENSMUSG00000030098.15	.	-	91825250	91829250	0	1	4000	91825241	cluster_5
3	138063052	138067052	ENSMUSG00000090066.2	.	+	138063052	138067052	0	1	4000	138063051	cluster_5
11	97350077	97354077	ENSMUSG00000070337.4	.	-	97350077	97354077	0	1	4000	97350068	cluster_5
10	79914971	79918971	ENSMUSG00000035773.6	.	+	79914971	79918971	0	1	4000	79914964	cluster_5
6	60922976	60926976	ENSMUSG00000054641.10	.	+	60922976	60926976	0	1	4000	60922970	cluster_5
5	25179460	25183460	ENSMUSG00000028938.9	.	+	25179460	25183460	0	1	4000	25179458	cluster_5
X	134581570	134585570	ENSMUSG00000031264.13	.	-	134581570	134585570	0	1	4000	134581569	cluster_5
4	88569798	88573798	ENSMUSG00000095896.1	.	-	88569798	88573798	0	1	4000	88569790	cluster_5
12	101402653	101406653	ENSMUSG00000047014.7	.	+	101402653	101406653	0	1	4000	101402652	cluster_5
6	136325539	136329539	ENSMUSG00000094973.2	.	+	136325539	136329539	0	1	4000	136325538	cluster_5
10	68721646	68725646	ENSMUSG00000060044.8	.	+	68721646	68725646	0	1	4000	68721640	cluster_5
11	100027868	100031868	ENSMUSG00000057723.3	.	-	100027868	100031868	0	1	4000	100027867	cluster_5
2	103409688	103413688	ENSMUSG00000027186.14	.	+	103409688	103413688	0	1	4000	103409687	cluster_5
6	116648609	116652609	ENSMUSG00000048489.12	.	+	116648609	116652609	0	1	4000	116648608	cluster_5
1	171223054	171227054	ENSMUSG00000005681.12	.	+	171223054	171227054	0	1	4000	171223053	cluster_5
19	50676646	50680646	ENSMUSG00000043531.16	.	-	50676646	50680646	0	1	4000	50676641	cluster_5
11	94497974	94501974	ENSMUSG00000010080.15	.	-	94497974	94501974	0	1	4000	94497965	cluster_5
19	44550831	44554831	ENSMUSG00000091471.1	.	-	44550831	44554831	0	1	4000	44550827	cluster_5
1	85926483	85930483	ENSMUSG00000026224.11	.	+	85926483	85930483	0	1	4000	85926475	cluster_5
11	114796924	114800924	ENSMUSG00000034677.9	.	+	114796924	114800924	0	1	4000	114796923	cluster_5
11	109296129	109300129	ENSMUSG00000020599.13	.	-	109296129	109300129	0	1	4000	109296128	cluster_5
6	50652439	50656439	ENSMUSG00000029831.7	.	-	50652439	50656439	0	1	4000	50652434	cluster_5
X	66302224	66306224	ENSMUSG00000031182.2	.	-	66302224	66306224	0	1	4000	66302218	cluster_5
11	67169027	67173027	ENSMUSG00000033196.17	.	+	67169027	67173027	0	1	4000	67169021	cluster_5
11	45978310	45982310	ENSMUSG00000040489.5	.	+	45978310	45982310	0	1	4000	45978306	cluster_5
10	129802396	129806396	ENSMUSG00000063173.2	.	-	129802396	129806396	0	1	4000	129802395	cluster_5
